Serial,Aspect,Opinion(List)
705,ntu.nlp.component.WordWithEmotion@11c6418d,那么麻烦_根本看_不想_不到_还是_费尽周_不见_觉得_升级_仍然希望_好_不应该_能_及时改进_说_才开到_最重要_也影响_薄弱_一听_住_入_折边打_不能_起来_不足_难体现_后来觉得_不觉得_有_仔细辨认_免_害_是_保安带路_以后入住_贬_可贵_道歉_是_怎样过分_也体现_入住_只有_看到_出来_点评_交_找_跑来_还会_体现_真实_有_回_让_确实感到_依然看_是_安排_到_要_积极发现_不到_入住_难能_让_绕错_带_就反映_找_咨询_正好下_如此_集中_及时道歉_考虑_
706,ntu.nlp.component.WordWithEmotion@6ef99918,一般般_最差_最多_不低_定_就是_是_补充_评_一会没有_
707,ntu.nlp.component.WordWithEmotion@44b22f93,很干净_够厚_有_
708,ntu.nlp.component.WordWithEmotion@e517f21,被_告知_定单取消_晚到_
709,ntu.nlp.component.WordWithEmotion@87156df,不错_有所_感觉_
710,ntu.nlp.component.WordWithEmotion@48fe4ecd,好像叫_订_只是_比较旧_刚开房_靠近_是_唯一_比较大_大_有_睡_起来_
711,ntu.nlp.component.WordWithEmotion@2fe79a2b,有_不到_方便_仓促_而订_
712,ntu.nlp.component.WordWithEmotion@e3a959f,只能_一般_爬_不大_
713,ntu.nlp.component.WordWithEmotion@28350105,要_高出_筹_比如家_觉得_
714,ntu.nlp.component.WordWithEmotion@2fd603e2,应该_最好_发现_是_
715,ntu.nlp.component.WordWithEmotion@b9902f7,是_发现_最好_应该_
716,ntu.nlp.component.WordWithEmotion@6a91ac13,住_再小_最小_小_不能_最小_是_也是_
717,ntu.nlp.component.WordWithEmotion@1b84a0e,邻街_很冷_要_高_竟然是_还是_入住_来_罩_说_说_仅代表_∼〞_旧_〞_不能_拿_差_比较满意_下次去_打折_没有被_后来拿_用_很小_不针对_起索_敲门_说明_不是_那么自然_厚被_令_竟然没有_装_携程网_能_不会_打折_竟然慢慢_粘满_便宜_还便宜_成_作呕_服务_要_
718,ntu.nlp.component.WordWithEmotion@6a05de03,没有达到_
719,ntu.nlp.component.WordWithEmotion@2732cd56,入住_预订_
720,ntu.nlp.component.WordWithEmotion@7846dd34,不好_竟然说_还_联系_要求_没有定_预定_担心_
721,ntu.nlp.component.WordWithEmotion@7464be9c,不清楚_订_是_是_新_产生_高级_至今困扰_快捷_入住_有余_已记_
723,ntu.nlp.component.WordWithEmotion@21e2f77,很好_小_老牌_差_毕竟是_
724,ntu.nlp.component.WordWithEmotion@bbe2eb7,不去_答曰_问_都上_坏_
725,ntu.nlp.component.WordWithEmotion@72ecf666,宾馆_去_定点_几乎成_
726,ntu.nlp.component.WordWithEmotion@2324dd7c,星级_感觉_不起_很不错_唯一_
727,ntu.nlp.component.WordWithEmotion@494909ea,
728,ntu.nlp.component.WordWithEmotion@5a2a073c,也干净_适合_不错_比较清洁_也好_
729,ntu.nlp.component.WordWithEmotion@7d412262,还不错_不值得_还好_
730,ntu.nlp.component.WordWithEmotion@3f38902c,是_换_没有去_已经睡_管坏_很脏_住_所以采光_不好_很好_太好_不是_比较小_
731,ntu.nlp.component.WordWithEmotion@1a815921,太差_
732,ntu.nlp.component.WordWithEmotion@2202931f,可以_就是_还算_旧_
733,ntu.nlp.component.WordWithEmotion@5708e9aa,陈旧_一般_不副实_严重上当_就是_豪华_就是_严重_所谓_多出_
734,ntu.nlp.component.WordWithEmotion@a24c48a,到_要_刚结束_是_过来_投诉_才送_也没有_早餐结束_下楼_不肯_被_晚_承认_例行送_不高_但服务_没住_打_没_下楼_问_是_最可气_太差_提前_骗_
735,ntu.nlp.component.WordWithEmotion@73e34539,订_好_还算不错_住得_住_心有余悸_爱好_有_大_不过去_要_不好_住_这样_应该_吃_之后觉得_看_窗前有_住_
736,ntu.nlp.component.WordWithEmotion@4dd5dc9f,住_最经济_就定好_算是_实惠_出差_最好_不错_又是_
737,ntu.nlp.component.WordWithEmotion@138772a5,转礼_不知道_也分_不熟悉_有_问_总算说_让_不清_到_说_标志性_
738,ntu.nlp.component.WordWithEmotion@2177b8a7,不是_不方便_不方便_
739,ntu.nlp.component.WordWithEmotion@3afbed1b,不得了_下手_睡觉_关_亮_找_根本没有_不到_没有_到_不打_太密封_抢_离地有_取煎_排队_就得手_也没_不引导_
740,ntu.nlp.component.WordWithEmotion@718ba5dd,还不错_不大_比较舒服_
741,ntu.nlp.component.WordWithEmotion@7368a68,还不错_不住_很差劲_
742,ntu.nlp.component.WordWithEmotion@db8b58b,都会_很方便_指定_
743,ntu.nlp.component.WordWithEmotion@5996bfb6,宽敞_没有_不成_淋浴_很干净_挂_只能_小型_液晶_
744,ntu.nlp.component.WordWithEmotion@380473ad,就是_不见_登记_竟然是_洗澡_不住_没热水_到_准备_不在_穿_没有_只得_入住_没有热水_坏_要_到_极其恶劣_打_明知道_没有_一次性_发现_说_质问_预先告知_就退房_
745,ntu.nlp.component.WordWithEmotion@2c467f96,说_还敢_给_代_该_不知_新_都是_是_旧_携程_好好把_换过_是_
746,ntu.nlp.component.WordWithEmotion@4862678f,开始_有_了解_太小_送到_很大_豪华_酒店安排_有_充足_可以_到达_预定_出发_要_步行_吃_不错_多够_到_没有到_很方便_改住_有_
747,ntu.nlp.component.WordWithEmotion@347d0269,比较高档_打_读书_不错_挺舒服_曾经带_去_是_
748,ntu.nlp.component.WordWithEmotion@7b29566a,打_最少有_是_还有_开业_残旧不堪_
749,ntu.nlp.component.WordWithEmotion@56e88851,特别小_
750,ntu.nlp.component.WordWithEmotion@3c4daa6a,有_不满意_
751,ntu.nlp.component.WordWithEmotion@eef3414,算大_出租车费_吗离_不错_
752,ntu.nlp.component.WordWithEmotion@7a4414b4,回去_都不足_都是_想_只是用_开业_是_含_没有_又放_不晚_是_硬梆梆_吃_兜_只有_不敢_喝粥_吃_到_看_洗_不运营_蔓延_差到_又冷_找_都冷掉_拉_用_不想_小_蟋蟀叫_只能_更是_不到_独立_淋_最糟_至少开业_也有_太差_不是_差_起_不时有_很冷_真是_会_拿_没有_是_也旧_吃_
753,ntu.nlp.component.WordWithEmotion@bab7422,看_
754,ntu.nlp.component.WordWithEmotion@25556a2a,不好_不台_感觉_不好_干净_
755,ntu.nlp.component.WordWithEmotion@aacfe8c,无法打_符合_说明_才代理_免费注册_不提供_不提供_免费_缺_有_到_瓶装_诚聘英_服务_不提_不知_远_瓶装_
756,ntu.nlp.component.WordWithEmotion@637b9ecd,小_还干净_另外收_
757,ntu.nlp.component.WordWithEmotion@48f6d7c1,还满意_感觉_
758,ntu.nlp.component.WordWithEmotion@45cee553,稍显陈旧_整洁_吃_不到_但明档_较多_是_很好_略显_
759,ntu.nlp.component.WordWithEmotion@1231cff3,发现_不好_入住_正担心_前来_有_赠送_是_慰问_让_拉肚子_
760,ntu.nlp.component.WordWithEmotion@44b63da,还算_很脏_不干净_干净_
761,ntu.nlp.component.WordWithEmotion@71887f69,太差_就是_
762,ntu.nlp.component.WordWithEmotion@386500ba,最好_新建_断_说_一进去_非常迟钝_不推荐_不齐全_落成_很小_不干净_无线_提供_就大失所望_经常要_号称_非常差_也选择_不大_是_
763,ntu.nlp.component.WordWithEmotion@6f12d042,新_很不错_挺温馨_不算_
764,ntu.nlp.component.WordWithEmotion@3c26d606,特别安全_住_感到_十分棒_
765,ntu.nlp.component.WordWithEmotion@19ad42c4,有_听_代售_住_带到_把_给退_很挫_是_乱叫_订_住_就是_介绍_唯一_纱_晚_是_大_连忙把_
766,ntu.nlp.component.WordWithEmotion@3dfa5f07,
767,ntu.nlp.component.WordWithEmotion@74e45b,住_贵_
768,ntu.nlp.component.WordWithEmotion@7a3c1298,称_真没_不上_还是说_差_是_细说_
769,ntu.nlp.component.WordWithEmotion@7de8f7d9,配_不上_
770,ntu.nlp.component.WordWithEmotion@49e80823,是_有些暴发户_迅速_是_服务_雪亮_可能_不知道_确实奇差_
771,ntu.nlp.component.WordWithEmotion@206e57bd,一进_减少_大床_老臭_开_不见_熏_这么小_出来_就被_没有住_
772,ntu.nlp.component.WordWithEmotion@2c4249ed,比较旧_
773,ntu.nlp.component.WordWithEmotion@34037d4e,不好_有_混_免费_开_太黑_全是_
774,ntu.nlp.component.WordWithEmotion@5117a68f,太差_有_太差_极差_有_大_几乎等于_
775,ntu.nlp.component.WordWithEmotion@67b81fe0,再来_想_洗_以后有_免费帮_还住_给_送_有_大_洗_还有_有_象_帮_要_真的不错_住_
776,ntu.nlp.component.WordWithEmotion@6934e052,达标_可以_没找到_
777,ntu.nlp.component.WordWithEmotion@e735d74,都一般_太高_还可以_值_
778,ntu.nlp.component.WordWithEmotion@37fc7215,没有_服务_还不错_吃饭_就是_比较偏_
779,ntu.nlp.component.WordWithEmotion@1ea5dd6a,
780,ntu.nlp.component.WordWithEmotion@1b6b69de,使用_不能_注意_要_带_
781,ntu.nlp.component.WordWithEmotion@28f37be2,住_住_不下_也喜欢_最差_住_建国_亮马_是_再到_
782,ntu.nlp.component.WordWithEmotion@94a476f,要_问_那么强硬_消费_说_女_见到_消费_收到_用_并没有坏_但建议_很旧_有_可_消费_坏_赶_入住_可以_男_用_退房_用_不可以_消费_反问_一直觉得_只能_消费_是_消费_说_就帮_就坏_就把_说_才用_为什么会_事实上证明_坐_用_不可以_作_有_之前是_不能_不可以_很大_见_可以_说_再用_说_理论_不做_是_反口说_说_用_登记_
783,ntu.nlp.component.WordWithEmotion@6b97cd2c,查阅_不好_空调_很失望_之后感觉_门坏_但是入住_还算不错_感觉_陈旧_
784,ntu.nlp.component.WordWithEmotion@3b1f3ae3,只是停车_还不错_太好_非常好_属于_还会_还行_还不错_不方便_就差_考虑_入住_
785,ntu.nlp.component.WordWithEmotion@7f532b67,居然有_敲门_又小_自称_不会_怀疑_也表示_再住_到_又脏_充满_
786,ntu.nlp.component.WordWithEmotion@2d46b87f,是_是_住_最好_最差_错_应该_
787,ntu.nlp.component.WordWithEmotion@7dfab111,还是不错_较远_不利于_
788,ntu.nlp.component.WordWithEmotion@557f13b4,帮助_下次有_妥善解决_担保_携程_再次光临_会_没有_及时告知_支持_
789,ntu.nlp.component.WordWithEmotion@9e6ba46,很近_
790,ntu.nlp.component.WordWithEmotion@acf4ebe,都听_
791,ntu.nlp.component.WordWithEmotion@303aa17d,得知_住_推荐_星级_
792,ntu.nlp.component.WordWithEmotion@59402e47,很好_
793,ntu.nlp.component.WordWithEmotion@49e6518,开_就近住_说_好像是_
794,ntu.nlp.component.WordWithEmotion@3aff0d06,并不高_
795,ntu.nlp.component.WordWithEmotion@3eb0232c,没有_却被_没有_是_怎么管理_入住_不真实_已经没有_预订_告知_给_是_却反馈_不会_不到_反馈_明明是_不要_到达_不知道_挂靠_做_却搞出_再考虑_
796,ntu.nlp.component.WordWithEmotion@1dd53ddb,显示_低_晦涩_小_放_是_只是拉开_看_不算_是_相信_稍微有_可以_好听_打_出现_给_住_又干_让_清清楚楚_是_不详_用来_很明显_白_皂泡_但是感觉_洗澡_形容_惨不忍睹_一看_脚线_怪异_无从考究_是_至少用_垫狗屋_，_曾经淹_起_架_感觉_斑驳_装_隐隐发黑_是_像是_关上_都知道_开始_等级_倒是_上去_铺设_就是_干净_没有清洗_洗手_起来_怀疑_至少是_整齐_不堪_更可怕_用_不是_不行_可疑_蚂蚁窝_
797,ntu.nlp.component.WordWithEmotion@1ad0042a,多出_所谓_陈旧_不副实_一般_严重_豪华_就是_就是_严重上当_
798,ntu.nlp.component.WordWithEmotion@4ec16f26,不错_比较大_
799,ntu.nlp.component.WordWithEmotion@7d68502e,所以选择_很有_较近_普通_接近_
800,ntu.nlp.component.WordWithEmotion@4b683c54,特方便_
801,ntu.nlp.component.WordWithEmotion@2850d579,都不错_挺舒适_整体_
802,ntu.nlp.component.WordWithEmotion@52ef0f9c,比较宽敞_较大_星级_
803,ntu.nlp.component.WordWithEmotion@4ce9f54d,直接去_有点旧_比较小_不错_可以_游泳_
804,ntu.nlp.component.WordWithEmotion@13e7b9ae,不是_就是_招待_一般_
805,ntu.nlp.component.WordWithEmotion@524f58b7,没有_算是_挺干_高_净_高级_就是_有_小_
806,ntu.nlp.component.WordWithEmotion@57498098,不低_定_是_最差_一般般_一会没有_
807,ntu.nlp.component.WordWithEmotion@1a99a7ed,不到_根本达_感觉_
808,ntu.nlp.component.WordWithEmotion@5ddfc63f,太慢_等待_换_新_顶漏_去_过长_要_较差_
809,ntu.nlp.component.WordWithEmotion@e50823f,服务_差_优惠_反馈_感谢_不会_意识_不包括_选择_不享受_正规_就可以_是_是_应该_试想_别说_估计_别看_走_早知道_一走_是_早餐优惠_是_入住_没有达到_星级_还高兴_这么热_查房_不舍得_也带_提出_是_付360_宝贵_提醒_开放_开好_开_尊敬_写_就说_竟然说_不开_再想起_没有查房_
810,ntu.nlp.component.WordWithEmotion@4796fd70,还不错_不大_比较舒服_
811,ntu.nlp.component.WordWithEmotion@9d8e8c8,也面带微笑_很到位_就是_
812,ntu.nlp.component.WordWithEmotion@7f9aa784,住_去_感觉_很好_差_觉得_
813,ntu.nlp.component.WordWithEmotion@26c0c8f,小_一样_有_大_很新_也有_很大_很漂亮_专门_洗_有_还有_
814,ntu.nlp.component.WordWithEmotion@3ac8187,没有_很干净_小_有_只是洗澡_很敞亮_很大_
815,ntu.nlp.component.WordWithEmotion@326bc7f3,不熟悉_太小_也小_有待_
816,ntu.nlp.component.WordWithEmotion@42143c61,标志性_说_不熟悉_转礼_到_有_让_也分_不清_总算说_问_不知道_
817,ntu.nlp.component.WordWithEmotion@3e88262b,入住_太高_以下_住_淋浴_经常要_用_新_还是_不符合_不到位_提出_尤其是_来得及解决_需要_不好_太低_都超过_新开业_有_换_新_所以慎重_可能_
818,ntu.nlp.component.WordWithEmotion@5c81f11f,陈旧_一般_未_就是_很简陋_
819,ntu.nlp.component.WordWithEmotion@56fd59ab,漏_没有_还是_告知_有_真是_非常大_太差_蚊香_要_住_很旧然_很脏_
820,ntu.nlp.component.WordWithEmotion@130a162b,还有_有_坐_免费_免费接机_到_喝_冰镇_
821,ntu.nlp.component.WordWithEmotion@7b356ad0,但愿_选来_很贵_还是_谈下_更优惠_很无可挑剔_选去_能_就是_还是_
822,ntu.nlp.component.WordWithEmotion@6ff7bce1,决定_再让_不打算_住_失望_再来_再体验_决定_
823,ntu.nlp.component.WordWithEmotion@71919134,
824,ntu.nlp.component.WordWithEmotion@bd4272c,地处_都是_办事_居多_不是_来_较远_过来_住_尤以奇瑞_过来_很方便_
825,ntu.nlp.component.WordWithEmotion@1557bfc5,没有_特别注意_预订_整体_是_不差_需要_
826,ntu.nlp.component.WordWithEmotion@33ef2975,相当便利_既是_吵_有_住_也是_还是_
827,ntu.nlp.component.WordWithEmotion@1a8adaf6,可以_让_失望_定_定_盖_使用_结账_总_没有给_没有给_是_很重_很清楚_很吵_是_听_当闹_
828,ntu.nlp.component.WordWithEmotion@122d5a17,最好_是_有_
829,ntu.nlp.component.WordWithEmotion@5f75a553,一直敞着_脏乱_难忘_最让_难受_出来_还有_不知_真是_是_是_会_没有_长途打回_靠_影响_有_巨大_别提多_吐_总感觉_故意让_用_在装修_五星级_要求_叫_不制_再换_在克制_道铺_竟让_送餐_住_
830,ntu.nlp.component.WordWithEmotion@24b91d1b,很小_有点像_
831,ntu.nlp.component.WordWithEmotion@7525ea72,还不错_还可以_
832,ntu.nlp.component.WordWithEmotion@c431e74,很干净_很舒适_大床_还不错_
833,ntu.nlp.component.WordWithEmotion@a8457f6,非常差_有_搬到_是_
834,ntu.nlp.component.WordWithEmotion@76aadcde,去_比较方便_很好_
835,ntu.nlp.component.WordWithEmotion@4b8aafaf,住_凑合_横乱_推介_要_准_说_准_只是_看_是_不熟_也是_
836,ntu.nlp.component.WordWithEmotion@7e1430e7,很方便_不错_是_住_也不错_
837,ntu.nlp.component.WordWithEmotion@5f96ce5b,
838,ntu.nlp.component.WordWithEmotion@25c5e964,极力要求_好尴尬_有_洗脸_予以_口头道歉_共入住_开始_司_就是_不通_表示_有_予以_将_是_弄_正在剃须_是_局部装修_后告知_答应_不满_无从投诉_仅仅报以_
839,ntu.nlp.component.WordWithEmotion@645db79b,筛选_考虑_很周到_送_最大_是_都铺好_
840,ntu.nlp.component.WordWithEmotion@44c15497,在_佳_
841,ntu.nlp.component.WordWithEmotion@7098a8c4,就是_是_补充_已绝迹_不错_比较简单_还不错_需要_只有_是_基本达到_基本没有_让_男_都是_说_是热_是_住_冲泡_是_不满意_原来是_给_就不错_给_已经提到_女_是_不会_还没有_服务_耍NB_先前入住_要_不属于_能_比较满意_比较会_只提_笑_
842,ntu.nlp.component.WordWithEmotion@3670159c,让_流连忘返_
843,ntu.nlp.component.WordWithEmotion@789ad0af,小_有_注意_需要_大有_
844,ntu.nlp.component.WordWithEmotion@7bfacf04,要_重新装修_将会_应该_走下坡_
845,ntu.nlp.component.WordWithEmotion@f2d4f33,换_好不容易找_使_了_板_调换_是_搭理_不能_并说_定_回回_免费_太残酷_是_再去_认为_舒适_入住_才给_又不对_就没_入住_真是_没有说明_说_开始_给_需要_出_是_交涉_住_看来现实_办理_住_调_到达_来_调换_不到_必然_找_给_终于结束_
846,ntu.nlp.component.WordWithEmotion@67aaa50d,不掉_单上有_只有_来_添加_有_也吃_不隔音_小_不到_
847,ntu.nlp.component.WordWithEmotion@743a2da6,介绍_差不多_有_免费_送_免费升级_会_先前_
848,ntu.nlp.component.WordWithEmotion@178b28e7,很潮湿_发现_很小_发现_最烦心_是_入住_别墅间_
849,ntu.nlp.component.WordWithEmotion@312a61c4,妥善解决_没有_支持_及时告知_再次光临_担保_会_帮助_下次有_携程_
850,ntu.nlp.component.WordWithEmotion@5578a413,有_下水_职业_总_得到_可能_考虑_再住_使_还会_报修_服务_影响_整夜发出_出_没有_专业_这牵涉_没有_不够_会_良性发展_可能_不小于_相当不错_到_特提醒_住时_希望_
851,ntu.nlp.component.WordWithEmotion@635c073b,很好_
852,ntu.nlp.component.WordWithEmotion@2edee573,吃饭_准备_离开_成心坑_收拾_说_回_问_
853,ntu.nlp.component.WordWithEmotion@2ba9f90f,不来_都上_才弄_好_居然热水_后来叫来_折腾_
854,ntu.nlp.component.WordWithEmotion@241e5e2e,都要_订_很满意_每次出差_到_
855,ntu.nlp.component.WordWithEmotion@45b93088,不专业_到_都要_是_没_开门_不说_下出租_拿_
856,ntu.nlp.component.WordWithEmotion@121547b,深宅_老远_不方便_太深_还得_靠近_就是_走_一般_没有_有_自驾_还有_不敢_
857,ntu.nlp.component.WordWithEmotion@333157d1,入住_
858,ntu.nlp.component.WordWithEmotion@6c7c7498,只有_非常小_过_住在_不好_有点像_
859,ntu.nlp.component.WordWithEmotion@5ecadecc,不错_不愧是_很给_
860,ntu.nlp.component.WordWithEmotion@58e953b2,敲错_投诉_是_竟然说_有_会_疯_去_砸门_无动于衷_
861,ntu.nlp.component.WordWithEmotion@3e75f8b8,住_看_不错_
862,ntu.nlp.component.WordWithEmotion@331c1811,恶劣_慢_进行_太差_实在是_全是_将开始_非常重视_洗_不值_很吵_并决定_召开_非常感谢_真的是_一洗澡_提出_全是_反馈_比较差_全面_直言批评_
863,ntu.nlp.component.WordWithEmotion@79701e4d,是_会_这么污秽_订到_不堪_已生_
864,ntu.nlp.component.WordWithEmotion@2fd58f84,就是_较新_不错_有_小_偏贵_便利_
865,ntu.nlp.component.WordWithEmotion@6dc13ba4,早餐涨价_反馈_光顾_欢迎_衷心祝_顺利_感谢_将一如既往_再次下榻_保持_星级_感觉_
866,ntu.nlp.component.WordWithEmotion@2932c447,早_太小_淋_干净_半夜来_星级_是_够_很怀疑_还好床_堵塞_差_处理_
867,ntu.nlp.component.WordWithEmotion@43f42672,一起去_入住_是_再来_让_吃_越来越差_太失望_都没有_九点去_不会_
868,ntu.nlp.component.WordWithEmotion@52082938,不会_补_告知_点评_要_再入住_说_携程_生气_住_是_是_已经过_补充_并出示_总之感觉_退_结果被_是否要_告知_预订_延住_应该_是_还说_是_但服务_宰_住_入住_取消_借伞_被_问_像是_令_要求_延误_是_收半天_后来说_要_价涨_没有_也是_说_都好_大_
869,ntu.nlp.component.WordWithEmotion@15ca459b,不错_不好_充点评_是_安排_没_携程_就是_没_说_说话_服务_
870,ntu.nlp.component.WordWithEmotion@129fce4a,还是给_太大_入住_强烈要求_答应_安睡_更换_才得以_靠近_
871,ntu.nlp.component.WordWithEmotion@39a065d3,还是_方便_住_
872,ntu.nlp.component.WordWithEmotion@517d1d33,不好_
873,ntu.nlp.component.WordWithEmotion@6d082910,服务_用_比较令_满意_不知道_唯一_查_那么久_基本一致_花_入住_相当不错_就是_
874,ntu.nlp.component.WordWithEmotion@32c0115c,不去_问_都上_答曰_坏_
875,ntu.nlp.component.WordWithEmotion@5fb3c90b,都有_不到_不着_出来_投诉_没洗_还有_就拆_黑黑_干净_以前有_煲_不是_找_不知道_是_连倒_有_睡_没有_还是_
876,ntu.nlp.component.WordWithEmotion@14542243,付_比比皆是_办理_爱_喜欢_并没有_非常客观_非常佳_是_大_差_才确认_去_并没有_新开_有_做_再拿_听_入住_不能_糊涂_没有入住_相隔_没有打扫_说_再差_一塌_不会_折腾_临_
877,ntu.nlp.component.WordWithEmotion@1f956722,小_更换_申请_都看_比较安静_放_没打折_不清_一样_估计_可怜_弄_很一般_有_
878,ntu.nlp.component.WordWithEmotion@9a5f961,是_一会没有_最差_不低_一般般_定_
879,ntu.nlp.component.WordWithEmotion@6f975439,遇到_预定_最烂_
880,ntu.nlp.component.WordWithEmotion@381aa36b,很安静_还可以_也好_
881,ntu.nlp.component.WordWithEmotion@5cdee293,不知_充满_有_算_是否_心想_实在忍受_不住_换_小_一下睡_给_很强烈_
882,ntu.nlp.component.WordWithEmotion@2ced5087,很安静_不热闹_很干净_入住_超值_很静_很贵但_正逢_很舒适_
883,ntu.nlp.component.WordWithEmotion@1041e61c,小_还会_很干净_住_
884,ntu.nlp.component.WordWithEmotion@566a409a,拿_纯粹是_
885,ntu.nlp.component.WordWithEmotion@59b76ac8,
886,ntu.nlp.component.WordWithEmotion@18c39e7c,大_预订_很陈旧_太大_却没有_只能_住_
887,ntu.nlp.component.WordWithEmotion@52d9eb97,做_很好_上_免费升级_服务_亲自带_
888,ntu.nlp.component.WordWithEmotion@60fa30ff,算是好_
889,ntu.nlp.component.WordWithEmotion@49a6e716,入住_不贵_下次有_不是_还会_可能_很好_一般_
890,ntu.nlp.component.WordWithEmotion@6c8d7b20,很好_弯_世外桃源_去_特别推荐_是_明孝_
891,ntu.nlp.component.WordWithEmotion@3c8ea98d,大_不是_差_能_就破_要_是_主要_不是_最主要_伤_打开_
892,ntu.nlp.component.WordWithEmotion@3a1d870a,很好_一定_得到_有_方便_可以_
893,ntu.nlp.component.WordWithEmotion@688cbf54,办事_只好选_算是_很好_
894,ntu.nlp.component.WordWithEmotion@7065596b,只能_非常差_一般_比较陈旧_算是_主要是_
895,ntu.nlp.component.WordWithEmotion@dd1b973,是_入住_预定_投诉_不要_要_还有_听到_可是有_预定_在B座_
896,ntu.nlp.component.WordWithEmotion@43e6341b,携程_留给_预定_不怎么样_
897,ntu.nlp.component.WordWithEmotion@3e66fb70,服务_居然说_靠_需要_到_都休息_得_等_上班_陈旧_
898,ntu.nlp.component.WordWithEmotion@5b059611,有_不好_太黑_全是_混_开_免费_
899,ntu.nlp.component.WordWithEmotion@4bbf64c6,豪华_很好_值得_非常不错_已经是_预订_预定_略显小_很好_
900,ntu.nlp.component.WordWithEmotion@2712a04,较一般_巾洁_白_但被_服务_
901,ntu.nlp.component.WordWithEmotion@537d6ddc,可以_非常差_接受_很大_得到_都听_
902,ntu.nlp.component.WordWithEmotion@4fb7b156,娱乐_是_有_让_询问_宾至如归_高_迎宾_去_不好_接着推荐_以为_可_这给_
903,ntu.nlp.component.WordWithEmotion@24dbadfd,排队_也要_说_非常后悔_服务_后悔_太差_是_不知道_不情愿_为期_不方便_值班_也是_这样_太差_给_只能_写错_换_不是_极差_
904,ntu.nlp.component.WordWithEmotion@527bcff2,衷心祝_预订_欢迎_感谢_比较舒适_保持_将一如既往_反馈_星级_再次下榻_顺利_比较满意_
905,ntu.nlp.component.WordWithEmotion@3e91432c,很方便_很有_比较高_但是干净_小_整洁_推荐_
906,ntu.nlp.component.WordWithEmotion@32d11dcb,携程_选择_出差_订_
907,ntu.nlp.component.WordWithEmotion@3efb147d,推荐_响应_很有_有_不错_合理_能_很快_会_
908,ntu.nlp.component.WordWithEmotion@55fe3ad8,是_还会_还不错_感觉_忘_住_推荐_
909,ntu.nlp.component.WordWithEmotion@25c96703,感觉_很一般_太好_
910,ntu.nlp.component.WordWithEmotion@498a0956,还可以_还可以_很安静_睡觉_都没有_服务_
911,ntu.nlp.component.WordWithEmotion@56b12d2,体验_很大_最差_没_之前看_综合_唯一_不介意_少_说_不信_真的是_改成_介意_来_开_说_是_是_
912,ntu.nlp.component.WordWithEmotion@38a09bc5,比较差_骚扰_经常有_
913,ntu.nlp.component.WordWithEmotion@3852bf8e,不错_比较干净_还定_合适_下次有_这样_很不错_
914,ntu.nlp.component.WordWithEmotion@409e2085,很舒服_很温馨_很好_也不错_很舒服_
915,ntu.nlp.component.WordWithEmotion@4d691ce7,多住_就是_很齐备_离闹_忍不住改变_附属_多_没好_没_周到_远_没注意_但中_飞_棒_真是_开_进来_说_处_唯一_
916,ntu.nlp.component.WordWithEmotion@2fe8a965,都是_做_大_没_住_觉得_比较_
917,ntu.nlp.component.WordWithEmotion@53c93e75,确实不错_急着要_不会_慢_住_走_如何_好少_感觉_不收费_补_体验_是_服务_不知主楼_帮_来_突然裤档_开_好远_迅速拿去_一下是_提_出门_值得_
918,ntu.nlp.component.WordWithEmotion@41239e4c,不好_要_修_讲_说_来_重新登记_还是_还不错_住_没有_不好_响_说_来_找_修好_不是_去_升级_
919,ntu.nlp.component.WordWithEmotion@96db0fd,一般_
920,ntu.nlp.component.WordWithEmotion@7eb6e1,比较方便_比较满意_临近_接送_一样_到_比较好_
921,ntu.nlp.component.WordWithEmotion@7f186e07,说_订_被_一下入住_房没_新_只剩下_回来_招温泉_告知_到达_大_
922,ntu.nlp.component.WordWithEmotion@1cdfcec1,住_美化_办事_没有_最差劲_却是_是_于是订_
923,ntu.nlp.component.WordWithEmotion@297eefb6,很快_就拿来_就是_靠街_住_自动_服务_就有_很好_还有_够大_让_不提供_不错_还算_说_很干净_唯一_是_拿_延后_不能_
924,ntu.nlp.component.WordWithEmotion@4cabab02,很好_吃饭_很方便_大_逛_就是_就是_美美_
925,ntu.nlp.component.WordWithEmotion@1a6837a1,不好_
926,ntu.nlp.component.WordWithEmotion@301c3892,很不错_不算是_最新_
927,ntu.nlp.component.WordWithEmotion@cc611eb,不错_很好_比较有_
928,ntu.nlp.component.WordWithEmotion@1fc261da,都实惠_丽庭_该_有_很大_无可挑剔_升级_入住_都有_
929,ntu.nlp.component.WordWithEmotion@12a63f80,不想_不能_有_遇到_还可以_很麻烦_下_刷卡_节约_住_故意_都选择_感觉_是_回_
930,ntu.nlp.component.WordWithEmotion@6092f610,很不错_很好_
931,ntu.nlp.component.WordWithEmotion@5058c5f8,出_至_就到_营业_有_很近_点餐可_便是_长途_打车_是_起价_免费送_
932,ntu.nlp.component.WordWithEmotion@742d45fd,流连忘返_让_
933,ntu.nlp.component.WordWithEmotion@484e20a1,觉得_都是_没_住_比较_做_大_
934,ntu.nlp.component.WordWithEmotion@1404f1d,说_携程_订_能_给_拿到_订_太高_
935,ntu.nlp.component.WordWithEmotion@2509f98f,
936,ntu.nlp.component.WordWithEmotion@31df2e48,很干净_而且包括_很周到_想_很好_也不错_
937,ntu.nlp.component.WordWithEmotion@3357928c,应该_把_放在_被_误导_算是_给_携程_
938,ntu.nlp.component.WordWithEmotion@3a563fa9,服务_还可_优美_新鲜_比较到位_
